#Denominación,Prog.,Econ.,Fecha,NIF,Nombre empresa,Descripción,Importe,Descuentos,
Comunicaciones Teléfonos  móviles,926,22207,01/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 709 818 - MARZO - APROBADO POR DECRETO 572/2014 - NUMERO DE FAC.: 28-C483-938715 DE FECHA OPERACION: 01/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,01/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA - 2 EXTENSIONES MOVILES - APROBADO POR DECRETO 572/2014 - NUMERO DE FAC.: 28-C4U1-035204 DE FECHA OPERACION: 01/04/2014,"30,44","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,01/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 707 844 - MARZO - APROBADO POR DECRETO 572/2014 - NUMERO DE FAC.: 28-C483-938634 DE FECHA OPERACION: 01/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,01/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",660 094 827 - MARZO - APROBADO POR DECRETO 572/2014 - NUMERO DE FAC.: 28-C483-938628 DE FECHA OPERACION: 01/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",660 04 34 89 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961875 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 78 44 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961878 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",689 78 62 68 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961858 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA 137 EXTENSIONES - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D4U1-008398 DE FECHA OPERACION: 24/04/2014,"741,74","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",659 44 43 47 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961871 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA 2 EXTENSIONES - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D4U1-034946 DE FECHA OPERACION: 24/04/2014,"20,81","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",659 67 35 84 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961874 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 98 18 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961879 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 92 51 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961876 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 88 22 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961877 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",679 21 34 53 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961793 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA 94 EXTENSIONES - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D4U1-030616 DE FECHA OPERACION: 24/04/2014,"2.024,47","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 74 92 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-691881 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 76 22 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961880 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 93 45 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961882 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",660 18 30 89 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961873 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,24/04/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",660 09 48 27 - MES ABRIL - APROBADO POR DECRETO 746/2014 - NUMERO DE FAC.: 28-D483-961872 DE FECHA OPERACION: 24/04/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 78 44 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983812 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO NEGOCIOS 6 LINEAS - MES MAYO - APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983154 DE FECHA OPERACION: 05/06/2014,"67,76","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",609 47 84 02 - MES MAYO- APROBADO POR Dº 1015/2014 - NUMERO DE FAC.: 28-E483-984348 DE FECHA OPERACION: 05/06/2014,"6,05","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",679 54 97 04 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983822 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 88 22 -  MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983811 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",659 44 43 47 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983805 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",B057000075 ZTE TARA 3G NEGRO UMTS C. - CATOS COBRO 8828/0001 - MES MAYO- APROBADO POR Dº 1015/2014 - NUMERO DE FAC.: DGT14000051643 DE FECHA OPERACION: 05/06/2014,"508,20","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",608 68 38 11 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-986633 DE FECHA OPERACION: 05/06/2014,"25,41","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA - 140 EXTENSIONES - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E4U1-001567 DE FECHA OPERACION: 05/06/2014,"806,70","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",679 21 34 53 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983821 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 74 92 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983815 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",660 04 34 89 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983809 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 76 22 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983814 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",659 67 35 84 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983808 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",660 09 48 27 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983806 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 92 51- MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983810 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",660 18 30 89 - MES MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983807 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA - 94 EXTENSIONES - MAYO- APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E4U1-029863 DE FECHA OPERACION: 05/06/2014,"3.175,27","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",689 78 62 68 - MES MAYO - APROBADO POR Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983710 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 93 45 - MES MAYO- APROBADO POR Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983816 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA 2 EXTENSIONES - MES MAYO- APROBADO POR Dº 1015/2014 - NUMERO DE FAC.: 28-E4U1-034085 DE FECHA OPERACION: 05/06/2014,"32,90","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,05/06/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 98 18 - MES MAYO - APROBADO Dº 1015/2014 - NUMERO DE FAC.: 28-E483-983813 DE FECHA OPERACION: 05/06/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA 139 EXTENSIONES FIJAS FACTURADAS - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F4U1-016535 DE FECHA OPERACION: 08/07/2014,"722,11","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO MOVILES MOVISTAR 689 78 62 68 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910437 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 682 70 76 22 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910650 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 659 67 35 84 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910644 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 682 70 78 44 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910648 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO NEGOCIOS 16 LINEAS - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-911539 DE FECHA OPERACION: 08/07/2014,"140,36","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA 94 EXTENSIONES DE MOVILES - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F4U1-029363 DE FECHA OPERACION: 08/07/2014,"2.441,90","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO INTERNET MOVIL 608 68 38 11 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-915385 DE FECHA OPERACION: 08/07/2014,"25,41","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 682 70 93 45 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910652 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TRARIFA UNICA 2 EXTENSIONES - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F4U1-033860 DE FECHA OPERACION: 08/07/2014,"31,73","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 682 70 92 51 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910646 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 682 70 74 92 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910651 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 679 21 34 53 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910657 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 660 04 34 89 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910645 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 659 44 43 47 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910641 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO MM FPRS PYMES DATOS 609 47 84 02 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-911182 DE FECHA OPERACION: 08/07/2014,"6,05","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 682 70 98 18 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910649 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 660 09 48 27 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910642 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 679 54 97 04 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910658 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO UNICO 660 18 30 89 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910643 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 88 22 - MES JUNIO - APROBADO POR DECRETO 1244/2014 - NUMERO DE FAC.: 28-F483-910647 DE FECHA OPERACION: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 76 22 - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859140 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 93 45 - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859142 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 08/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 92 51  - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859136 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 78 44  - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859138 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",660 09 48 27 - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859132 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA 2 EXTENSIONES-  MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G4U1-033933 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 08/07/2014,"43,84","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",659 44 43 47 - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859131 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA 14 EXTENSIONES FIJAS FACTURADAS - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G4U1-016743 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 08/07/2014,"910,15","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 98 18  - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859139 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",679 54 97 04  - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859148 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",660 04 34 89  - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859135 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",682 70 88 22  - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859137 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",660 18 30 89  - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859133 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",679 21 34 53  - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859147 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",609 47 84 02 - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859588 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"6,05","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",689 78 62 68  - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-859037 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"13,31","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO NEGOCIOS 16 LINEAS - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-853561 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 08/07/2014,"174,24","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",608 68 38 11 - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G483-861689 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 07/07/2014,"25,41","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,25/07/2014,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",CONTRATO CORPORATIVO TARIFA UNICA 94 EXTENSIONES MOVILES - MES JULIO - APROBADO POR DECRETO 1364/2014 - NUMERO DE FAC.: 28-G4U1-029426 DE FECHA OPERACION: 25/07/2014 Y FECHA REG. INTERVENCIÓN: 08/07/2014,"2.036,42","0,00",#NAME?
