#Denominación,Programa,Económica,Fecha,NIF/CIF,Nombre Empresa,Descripción,Importe,Descuentos,j,k,l,m
,3321 .13000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"758,57","132.219,82",,,,
,3321 .13002  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"927,93","132.219,82",,,,
,3321 .13006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"68,05","132.219,82",,,,
,3322 .12003  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"727,23","132.219,82",,,,
,3322 .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"36,16","132.219,82",,,,
,3322 .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"706,81","132.219,82",,,,
,3322 .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.419,05","132.219,82",,,,
,3322 .13100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"727,23","132.219,82",,,,
,3322 .13102  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.197,93","132.219,82",,,,
,3322 .13106  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"80,82","132.219,82",,,,
,3322 .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"605,25","132.219,82",,,,
,3341 .13000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"605,25","132.219,82",,,,
,3341 .13002  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"927,93","132.219,82",,,,
,3341 .13006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"90,40","132.219,82",,,,
,3341 .13100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"3.382,39","132.219,82",,,,
,3341 .13102  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"5.273,58","132.219,82",,,,
,3341 .13106  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"257,99","132.219,82",,,,
,3341 .23101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"5,28","132.219,82",,,,
,3341 .11000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.164,29","132.219,82",,,,
,3342 .11000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.164,29","132.219,82",,,,
,3342 .13000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.679,46","132.219,82",,,,
,3342 .13002  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"675,41","132.219,82",,,,
,3342 .13006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"108,68","132.219,82",,,,
,3342 .13102  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"326,02","132.219,82",,,,
,3342 .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"605,25","132.219,82",,,,
,3342 .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"54,24","132.219,82",,,,
,3342 .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"308,07","132.219,82",,,,
,3342 .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"619,86","132.219,82",,,,
,3343 .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"564,88","132.219,82",,,,
,3343 .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"72,32","132.219,82",,,,
,3343 .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"287,52","132.219,82",,,,
,3343 .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"578,52","132.219,82",,,,
,340  .11000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.164,29","132.219,82",,,,
,340  .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.210,50","132.219,82",,,,
,340  .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"161,64","132.219,82",,,,
,340  .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.014,88","132.219,82",,,,
,340  .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.414,17","132.219,82",,,,
,340  .13000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.906,73","132.219,82",,,,
,340  .13002  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"4.628,69","132.219,82",,,,
,340  .13006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"242,78","132.219,82",,,,
,340  .13100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"15.309,09","132.219,82",,,,
,340  .13102  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"13.492,25","132.219,82",,,,
,340  .13106  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"325,84","132.219,82",,,,
,340  .23101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"116,80","132.219,82",,,,
,340  .12003  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"727,23","132.219,82",,,,
,912  .10000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"30.583,37","132.219,82",,,,
,912  .23100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.323,17","132.219,82",,,,
,9201 .12001  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.937,14","132.219,82",,,,
,9201 .12003  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"727,23","132.219,82",,,,
,9201 .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.170,13","132.219,82",,,,
,9201 .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"639,24","132.219,82",,,,
,9201 .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.404,71","132.219,82",,,,
,9201 .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"3.922,73","132.219,82",,,,
,9201 .13000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"4.607,46","132.219,82",,,,
,9201 .13002  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"8.655,14","132.219,82",,,,
,9201 .13006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.030,39","132.219,82",,,,
,9201 .13100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"3.334,67","132.219,82",,,,
,9201 .13102  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"6.036,49","132.219,82",,,,
,9201 .13106  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"84,73","132.219,82",,,,
,9202 .12000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"7.097,43","132.219,82",,,,
,9202 .12003  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.181,69","132.219,82",,,,
,9202 .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"3.148,23","132.219,82",,,,
,9202 .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.969,34","132.219,82",,,,
,9202 .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"8.011,50","132.219,82",,,,
,9202 .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"16.839,31","132.219,82",,,,
,9202 .13000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.713,17","132.219,82",,,,
,9202 .13002  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.335,51","132.219,82",,,,
,9202 .13006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"172,26","132.219,82",,,,
,9202 .13100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.267,13","132.219,82",,,,
,9202 .13102  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.954,16","132.219,82",,,,
,9202 .13106  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"181,40","132.219,82",,,,
,9202 .15101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"300,00","132.219,82",,,,
,9202 .23101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"43,50","132.219,82",,,,
,9202 .12001  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"968,57","132.219,82",,,,
,9203 .12001  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"968,57","132.219,82",,,,
,9203 .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"605,25","132.219,82",,,,
,9203 .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"212,80","132.219,82",,,,
,9203 .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.058,62","132.219,82",,,,
,9203 .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.000,72","132.219,82",,,,
,9203 .13000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"727,23","132.219,82",,,,
,9203 .13002  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.153,48","132.219,82",,,,
,9203 .13006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"124,40","132.219,82",,,,
,9231 .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.210,50","132.219,82",,,,
,9231 .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"108,48","132.219,82",,,,
,9231 .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.014,88","132.219,82",,,,
,9231 .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.240,81","132.219,82",,,,
,9231 .12003  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"727,23","132.219,82",,,,
,925  .12003  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"727,23","132.219,82",,,,
,925  .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.210,50","132.219,82",,,,
,925  .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"269,04","132.219,82",,,,
,925  .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.105,55","132.219,82",,,,
,925  .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.038,91","132.219,82",,,,
,926  .11000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.164,29","132.219,82",,,,
,926  .12001  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"968,57","132.219,82",,,,
,926  .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"605,25","132.219,82",,,,
,926  .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"18,08","132.219,82",,,,
,926  .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.013,26","132.219,82",,,,
,926  .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.582,44","132.219,82",,,,
,926  .13100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"605,25","132.219,82",,,,
,926  .13102  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.046,76","132.219,82",,,,
,926  .13106  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"72,32","132.219,82",,,,
,931  .12000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.120,15","132.219,82",,,,
,931  .12003  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.454,46","132.219,82",,,,
,931  .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.421,00","132.219,82",,,,
,931  .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"634,92","132.219,82",,,,
,931  .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"3.008,20","132.219,82",,,,
,931  .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"6.790,23","132.219,82",,,,
,932  .12000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.120,15","132.219,82",,,,
,932  .12003  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"2.908,92","132.219,82",,,,
,932  .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"6.912,36","132.219,82",,,,
,932  .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.130,52","132.219,82",,,,
,932  .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"5.824,46","132.219,82",,,,
,932  .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"11.503,20","132.219,82",,,,
,934  .12000  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"325,20","132.219,82",,,,
,934  .12004  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.967,07","132.219,82",,,,
,934  .12006  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"238,27","132.219,82",,,,
,934  .12100  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"1.370,27","132.219,82",,,,
,934  .12101  ,,28/03/2017,W00000081,VARIOS,ABONO NOMINA MARZO 2017 SEGUN Dº 780/2017,"4.657,19","132.219,82",,,,
,320  .15100  ,,26/04/2017,W00000081,VARIOS,GRATIFICACIONES MES DE ABRIL 2017 - SEGUN Dº 1104/2017,"161,02","0,00",,,,
,9201 .15100  ,,26/04/2017,W00000081,VARIOS,GRATIFICACIONES MES DE ABRIL 2017 - SEGUN Dº 1104/2017,"300,00","0,00",,,,
,9202 .15100  ,,26/04/2017,W00000081,VARIOS,GRATIFICACIONES MES DE ABRIL 2017 - SEGUN Dº 1104/2017,"1.580,20","0,00",,,,
,130  .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.454,46","121.948,80",,,,
,130  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"30.262,50","121.948,80",,,,
,130  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"3.863,80","121.948,80",,,,
,130  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"16.924,37","121.948,80",,,,
,130  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"91.682,68","121.948,80",,,,
,135  .11000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.164,29","121.948,80",,,,
,151  .12000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.168,03","121.948,80",,,,
,151  .12001  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"3.874,28","121.948,80",,,,
,151  .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"3.636,15","121.948,80",,,,
,151  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.985,88","121.948,80",,,,
,151  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.532,93","121.948,80",,,,
,151  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"7.834,68","121.948,80",,,,
,151  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"14.212,58","121.948,80",,,,
,151  .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"553,96","121.948,80",,,,
,151  .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"675,41","121.948,80",,,,
,151  .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"54,44","121.948,80",,,,
,221  .16000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"15.349,00","121.948,80",,,,
,221  .16108  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.550,00","121.948,80",,,,
,221  .16200  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"125,29","121.948,80",,,,
,221  .16204  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"600,00","121.948,80",,,,
,231  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.210,50","121.948,80",,,,
,231  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"54,24","121.948,80",,,,
,231  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"616,14","121.948,80",,,,
,231  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.239,72","121.948,80",,,,
,241  .11000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.164,29","121.948,80",,,,
,241  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"605,25","121.948,80",,,,
,241  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"178,64","121.948,80",,,,
,241  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.148,80","121.948,80",,,,
,241  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.025,18","121.948,80",,,,
,241  .13100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"5.811,42","121.948,80",,,,
,241  .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"10.484,44","121.948,80",,,,
,241  .13106  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"70,24","121.948,80",,,,
,241  .23101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"38,40","121.948,80",,,,
,241  .12000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.120,15","121.948,80",,,,
,241  .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.107,92","121.948,80",,,,
,241  .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.350,82","121.948,80",,,,
,241  .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"108,88","121.948,80",,,,
,320  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.332,48","121.948,80",,,,
,320  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"72,32","121.948,80",,,,
,320  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"706,81","121.948,80",,,,
,320  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.419,05","121.948,80",,,,
,320  .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"553,96","121.948,80",,,,
,320  .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"867,17","121.948,80",,,,
,320  .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"108,88","121.948,80",,,,
,320  .13100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"9.207,39","121.948,80",,,,
,320  .13106  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"398,27","121.948,80",,,,
,320  .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"4.604,70","121.948,80",,,,
,330  .11000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.164,29","121.948,80",,,,
,330  .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.210,50","121.948,80",,,,
,330  .12006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"126,56","121.948,80",,,,
,330  .12100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"661,50","121.948,80",,,,
,330  .12101  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.239,72","121.948,80",,,,
,330  .13000  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.170,11","121.948,80",,,,
,330  .13002  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"927,93","121.948,80",,,,
,330  .13006  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"63,38","121.948,80",,,,
,330  .13100  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.452,61","121.948,80",,,,
,330  .13102  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"3.099,12","121.948,80",,,,
,330  .13106  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"54,24","121.948,80",,,,
,3321 .12001  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"968,57","121.948,80",,,,
,3321 .12003  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"2.181,69","121.948,80",,,,
,3321 .12004  ,,26/04/2017,W00000081,VARIOS,ABONO NOMINA ABRIL 2017 SEGUN Dº 1104/2017,"1.210,50","121.948,80",,,,
